customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0067-DKWBL,Male,1,No,No,-1.2435482263612667,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.5189299918631439,-0.9721198833910074,Yes
2804-ETQDK,Male,0,No,Yes,1.3767673687605768,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.47275666572506,-0.41272296231967537,No
0895-DQHEW,Male,0,Yes,No,0.8854581946752312,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3106225654922035,1.3198388839415778,Yes
9239-GZHZE,Female,0,Yes,No,1.6224219558032498,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.621364008022131,2.5773993951699072,No
1241-FPMOF,Male,0,No,No,0.8035733323276736,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5026676067172453,-0.5594431421314731,No
6283-GITPX,Male,0,No,Yes,1.5814795246294708,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.40000058417455575,1.4278961643902306,No
6689-TCZHQ,Female,1,No,No,-1.1207209328399304,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.4681310608789782,-0.8451730149677896,Yes
4825-FUREZ,Male,0,Yes,No,0.39414902058988555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,-1.4827269793891216,-0.6431980286947202,No
4959-JOSRX,Female,0,Yes,No,-1.2435482263612667,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.6734698536561023,-0.9767815243999352,Yes
1428-GTBJJ,Male,0,No,No,-0.8750663457972574,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.32189979380607103,-0.6479480420450494,Yes
9170-GYZJC,Female,0,Yes,Yes,0.3532065894161068,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),0.4997037208151741,0.4573469249485394,Yes
8690-ZVLCL,Female,0,Yes,Yes,1.4586522311081345,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.7689021897448436,1.7103341675093422,No
5889-JTMUL,Female,1,Yes,No,0.721688469980116,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1.0032045608502966,1.147755842147557,Yes
4307-KTUMW,Male,0,Yes,No,0.8445157635014524,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,0.96498502513806,1.2098374119820927,Yes
5949-XIKAE,Female,0,Yes,Yes,-0.9978936393185939,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6210092037279262,-0.7118854310490161,Yes
5802-ADBRC,Female,0,Yes,No,0.721688469980116,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,1.3139460033802242,1.2998446416994942,No
4366-CTOUZ,Female,0,No,No,0.721688469980116,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,1.1743616120833584,1.2139246327719109,No
1849-RJYIG,Female,0,No,No,-0.9978936393185939,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.16166041890092803,-0.7968554373065336,No
6713-OKOMC,Female,0,No,No,-0.9160087769710362,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,-1.1670003800271633,-0.8789754355538535,No
8450-LUGUK,Female,0,Yes,Yes,0.18943686472099153,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.354774620700328,-0.631554972715076,No
9782-LGXMC,Female,0,Yes,Yes,0.6807460388063372,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-0.1035002558605673,0.32388259634696304,No
1049-FYSYG,Female,0,Yes,No,-0.6294117587545845,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.9709175446339473,-0.7269087290872668,No
5442-PPTJY,Male,0,Yes,Yes,-0.8341239146234786,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5010058877732348,-0.8982185128940247,No
0320-JDNQG,Male,0,Yes,Yes,-0.38375717171191176,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.162729579475286,0.017738712646905862,Yes
6614-YOLAC,Female,0,Yes,Yes,1.5814795246294708,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,-0.20652683038920633,0.8192537560729269,No
8722-PRFDV,Female,0,Yes,Yes,1.5814795246294708,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),0.42160293044668945,1.4507183215571615,No
7030-NJVDP,Male,0,Yes,No,-0.34281474053813293,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.8104451633451012,-0.035770740071686964,No
0607-MVMGC,Male,0,Yes,Yes,0.516976314111222,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),0.4614841851029369,0.5786158704367126,No
2541-YGPKE,Male,0,Yes,Yes,0.39414902058988555,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),-0.03869321704416525,0.2086450631594405,No
9692-TUSXH,Female,0,No,No,-0.5884693275808057,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0364389397305027,-0.24322481151164768,Yes
4922-CVPDX,Female,0,Yes,No,-0.26092987819057534,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),0.2870036959818547,-0.17031762985543142,No
1750-CSKKM,Male,0,No,Yes,-0.956951208144815,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,-0.31620028069388645,-0.8136461821728137,Yes
1728-BQDMA,Female,0,No,No,-1.2435482263612667,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.6784550104881332,-0.9758315217298694,No
7521-AFHAB,Female,0,Yes,Yes,-1.1207209328399304,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6668229778800613,-0.914965071589604,No
5868-YWPDW,Male,1,Yes,No,-1.0797785016661514,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6426115500000604,-0.782980979706502,Yes
1320-REHCS,Male,1,No,No,0.8035733323276736,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.524984309269533,1.5645639903676105,No
1023-BQXZE,Male,0,No,No,1.0082854881965677,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.31525291803002975,0.8952981558488957,No
5832-TRLPB,Male,0,No,No,-0.13810258466923891,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.34848729691023583,-0.02088000054553843,No
3967-VQOGC,Female,0,Yes,Yes,1.4177097999343558,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.3281871175961633,-0.2699353517002433,No
9661-ACXBS,Female,0,No,No,0.39414902058988555,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.340533506484389,0.9321494222133103,Yes
5602-BVFMK,Female,0,No,No,-0.8341239146234786,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.5142996393253174,-0.9112976194214427,No
4323-SADQS,Male,0,Yes,Yes,-1.0388360704923727,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,-1.0091370803461843,-0.8889836032175705,Yes
1539-LNKHM,Female,0,No,No,-0.8341239146234786,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4777418225570906,-0.8945731538112138,No
7470-MCQTK,Female,0,Yes,No,-0.7931814834496999,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.535547181303247,-0.73249827968091,Yes
5136-RGMZO,Male,0,No,No,-0.056217722321681304,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.2055794677253496,-0.0543510248513468,No
6543-CPZMK,Male,0,Yes,Yes,-0.956951208144815,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-1.1603535042511222,-0.9023720129398939,Yes
9639-BUJXT,Male,0,No,No,1.2539400752392404,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4744183846690702,-0.4255148587375387,No
7856-GANIL,Male,1,Yes,No,0.516976314111222,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),1.1245100437630493,0.9874042286745822,No
4415-WNGVR,Female,1,Yes,No,-0.8341239146234786,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.47643965559902973,-0.5953223127404715,No
3481-JHUZH,Male,0,Yes,No,0.3532065894161068,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.5113357534232461,0.507188925498971,No
0278-YXOOG,Male,0,No,No,-1.1207209328399304,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4561394762849569,-0.9620675295565898,Yes
5227-JSCFE,Male,1,Yes,No,1.5814795246294708,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),-0.6153096906157416,0.46936556337914004,No
2091-GPPIQ,Female,0,Yes,Yes,1.6224219558032498,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,0.4681310608789782,1.5195603755089095,No
9643-YBLUR,Male,0,Yes,No,-0.956951208144815,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.13911070996493735,-0.7234180216019085,No
9419-IPPBE,Female,0,Yes,Yes,0.7626309011538948,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,0.8403561043372869,1.0002403112631464,No
2877-VDUER,Female,0,Yes,Yes,0.10755200237343392,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,-0.7964370555128651,-0.40101362708398003,No
2924-KHUVI,Male,0,Yes,No,0.9673430570227888,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,1.1859936446914303,1.4244717361609234,No
0439-IFYUN,Female,1,No,No,-0.5884693275808057,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.32688495063810213,-0.44033931900763607,No
2587-EKXTS,Male,0,No,No,0.47603388293744314,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.5499100934296877,1.159443084297902,No
6661-EIPZC,Female,0,Yes,Yes,0.6398036076325584,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),-1.175308974747215,-0.38358218274253925,No
5756-JYOJT,Female,0,No,No,-0.8750663457972574,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0.0011880376120821997,-0.7042854096884893,No
3259-FDWOY,Male,0,Yes,Yes,1.5814795246294708,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.3671210095885538,2.400433781513455,Yes
1480-IVEVR,Male,1,Yes,No,0.10755200237343392,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),0.5562021649115242,0.23157768575312312,No
8070-AAWZP,Male,1,Yes,No,-0.34281474053813293,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,-1.0174456750662357,-0.646423619155874,No
2001-EWBQU,Female,0,No,No,1.131112781717904,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,1.323916317044286,1.7862901949439096,No
2606-RMDHZ,Male,0,No,No,-1.0797785016661514,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-1.1420745958670089,-0.9201569466469406,Yes
5688-KZTSN,Male,0,Yes,Yes,-0.7112966211021422,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-1.4910355741091732,-0.8850952201959057,Yes
5956-YHHRX,Male,1,No,No,-0.46564203405946936,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3122842844362135,-0.008529965834682483,No
6563-VRERX,Male,0,Yes,Yes,0.02566714002587631,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4710949467810495,-0.7073784416375409,No
7243-LCGGZ,Female,0,No,No,-1.2844906575350454,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4611246331169876,-1.003138575222925,No
3777-XROBG,Female,0,Yes,Yes,1.0492279193703464,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.505991044605266,-0.5353174929288704,No
5081-NWSUP,Female,0,No,No,-0.9160087769710362,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,0.0011880376120821997,-0.7094551916604755,No
5442-BXVND,Female,0,Yes,Yes,0.02566714002587631,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.349789463868297,-0.6418724435736981,No
0612-RTZZA,Female,1,No,No,-1.2844906575350454,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-1.316555084988091,-1.0012164767974427,Yes
5103-MHMHY,Female,0,No,Yes,-1.2844906575350454,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.628603442167824,-0.9920699394623903,Yes
5269-NRGDP,Male,0,Yes,Yes,0.39414902058988555,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,0.27537166337378277,0.3522059317661355,No
4781-ZXYGU,Male,0,Yes,Yes,-1.2844906575350454,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),-1.4860504172771423,-1.0034699715031803,No
0902-RFHOF,Male,0,No,No,0.23037929589477033,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4877121362211525,-0.6897702526132972,No
8601-QACRS,Female,0,No,No,-1.1207209328399304,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.47406358037486557,-0.9019301512328864,Yes
6333-YDVLT,Male,0,No,No,1.335824937586798,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.5000585251093783,2.1419225898287917,No
5730-RIITO,Female,1,No,No,0.43509145176366437,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-1.0440331781704006,-0.34947045896157014,No
8125-QPFJD,Female,0,Yes,No,1.6224219558032498,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6658756152162048,1.6676503266124303,No
6270-OMFIW,Male,0,Yes,No,1.131112781717904,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,0.981602214578163,1.466581156838726,Yes
7879-CGSFV,Male,0,No,No,0.9264006258490101,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,1.1976256772995029,1.440864805490897,No
3870-SPZSI,Female,0,Yes,Yes,1.5405370934556921,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.601423380694007,2.4646583806269766,No
8873-GLDMH,Female,0,No,No,-1.0797785016661514,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.29863572858992665,-0.8350543818773208,No
5716-LIBJC,Female,0,No,Yes,-0.7931814834496999,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.3056374086601727,-0.4383509413261029,No
0224-NIJLP,Male,0,Yes,Yes,-0.9978936393185939,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4860504172771423,-0.939245372389659,No
4713-ZBURT,Male,0,No,Yes,0.516976314111222,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),1.1577444226432554,1.0353683169702323,No
3870-MQAMG,Female,0,Yes,No,0.8854581946752312,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,1.5116905577174504,1.591583833751111,Yes
3550-SAHFP,Female,0,No,No,0.02566714002587631,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6143623279518848,0.20621482377089997,Yes
4700-UBQMV,Male,0,Yes,Yes,-0.46564203405946936,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.3667662052943496,-0.3275983044647053,No
0727-BMPLR,Female,1,No,No,0.9264006258490101,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,1.167714736307317,1.4219752175163318,Yes
3627-FHKBK,Female,0,No,No,-1.2844906575350454,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,0.34682557796622565,-0.9791012983617238,Yes
9142-KZXOP,Male,0,No,No,0.47603388293744314,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.13246383418889604,0.29507321305008233,No
5980-BDHPY,Male,0,Yes,No,1.6224219558032498,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.7389912487526579,1.7404691359272453,No
4418-LZMSV,Male,0,Yes,Yes,-0.7931814834496999,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-0.10183853691655707,-0.6809330184731498,No
8123-QBNAZ,Female,0,Yes,Yes,0.14849443354721273,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.3172694412682446,0.6158648123374338,No
5743-KHMNA,Male,0,No,No,1.5814795246294708,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.3065847713240293,-0.1736757788286875,No
0781-LKXBR,Male,1,No,No,-0.956951208144815,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.18433192574742,-0.6064793208424077,Yes
9931-KGHOA,Female,0,Yes,No,0.5579187452850007,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.32783231330195867,0.08077028515150722,No
7124-UGSUR,Female,1,Yes,No,1.1720552128916828,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.3139460033802242,1.8177507484828341,Yes
5329-KRDTM,Male,1,Yes,No,1.6224219558032498,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),0.4149560546706481,1.3720227515391485,No
1024-VRZHF,Male,0,Yes,No,-0.8750663457972574,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3351935453581537,-0.6475282734233925,Yes
4482-EWFMI,Female,0,No,No,-1.2435482263612667,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.16071305623707152,-0.9526337821119825,No
0366-NQSHS,Male,0,No,No,-1.2435482263612667,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.5126379203813072,-0.9918931947795874,No
8752-STIVR,Female,0,No,No,-1.161663364013709,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.4697927798229884,-0.8784231084200943,Yes
8878-HMWBV,Male,0,No,No,-1.2026057951874878,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,-0.5222534297511645,-0.9376767633297828,Yes
3050-GBUSH,Female,0,No,No,-1.2026057951874878,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),-0.9991667666821226,-0.962023343385889,No
6718-BDGHG,Female,0,Yes,No,0.43509145176366437,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),-0.00047368133192848453,0.2726487314194582,No
1830-IPXVJ,Female,0,Yes,Yes,1.1720552128916828,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.4993441688292246,-0.4328276699885108,No
7481-ATQQS,Female,1,No,No,0.6807460388063372,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.8636201695534308,0.983007704689859,Yes
5203-XEHAX,Female,0,No,No,0.06660957119965512,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,-0.017090870772031547,-0.1052093073278952,No
2740-TVLFN,Male,0,No,No,-1.2844906575350454,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.4890190508709584,-0.9902141202929592,No
7054-LGEQW,Female,0,No,No,-1.2844906575350454,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.628603442167824,-0.9920699394623903,Yes
3166-PNEOF,Female,0,No,No,1.1720552128916828,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.7173889024805241,1.2743934073758698,No
4585-HETAI,Female,0,Yes,Yes,-1.161663364013709,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.29531229070190623,-0.8685695923538299,Yes
0872-CASZJ,Male,0,Yes,No,1.0901703505441251,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,0.14077242890894756,0.7978897425391204,No
7396-VJUZB,Male,0,Yes,Yes,-1.161663364013709,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6518675073839684,-0.9437302687157838,No
7644-OMVMY,Male,0,Yes,Yes,-1.3254330887088244,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.496020730941204,-1.831946953862278e-17,No
5847-MXBEO,Male,0,No,No,-0.42469960288569053,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4810652604451113,-0.8024449879001769,No
8398-TBIYD,Female,0,No,No,1.6224219558032498,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),0.6592287394401635,1.7206074521972636,No
2533-TIBIX,Male,0,Yes,Yes,-0.7112966211021422,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-1.1520449095310705,-0.804853134203367,No
0761-AETCS,Female,0,No,No,-1.2844906575350454,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-1.5142996393253174,-1.0038455539541367,Yes
1447-PJGGA,Female,0,No,No,1.0082854881965677,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1.009851436626338,1.4022460922984525,Yes
6986-IJDHX,Male,0,Yes,Yes,0.2713217270685491,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,0.7124037456484931,0.43074685018669573,Yes
6806-YDEUL,Female,1,No,No,-1.0797785016661514,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.5076527635492762,-0.9651826545909916,No
3688-FTHLT,Female,0,No,No,-0.6703541899283634,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.06029556331629942,-0.5408849504371634,No
5202-IVJNU,Female,0,No,Yes,0.2713217270685491,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),-1.1553683474190912,-0.5124953357619398,Yes
0754-EEBDC,Male,0,Yes,Yes,-1.161663364013709,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.494359011997194,-0.9785047850572639,No
9572-MTILT,Male,0,Yes,No,1.0901703505441251,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,1.3920467937487084,1.7505435828470128,Yes
0197-PNKNK,Female,0,Yes,Yes,1.4995946622819134,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),0.650920144720112,1.571898894703933,No
7217-JYHOQ,Male,0,Yes,Yes,-0.34281474053813293,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0.180653683565195,-0.25835857497665016,No
2030-BTZRO,Male,0,Yes,Yes,-1.0797785016661514,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.4777418225570906,-0.9648291652253859,No
8087-LGYHQ,Male,0,No,No,-0.956951208144815,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9699701819700906,-0.653736430406846,No
7337-CINUD,Female,0,Yes,Yes,-0.9978936393185939,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.5076527635492762,-0.9419628218877544,No
1577-HKTFG,Female,0,Yes,No,-0.0971601534954601,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.5026676067172453,-0.7225784843585945,Yes
8184-WMOFI,Male,0,Yes,Yes,1.2129976440654617,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0.21721150033342204,0.9703925529547984,No
1293-HHSHJ,Female,0,No,No,0.10755200237343392,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4544777573409464,-0.6849539600069168,No
6051-PTVNS,Female,0,Yes,Yes,0.9264006258490101,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.5192847961573483,-0.5713513151353217,No
3995-WFCSM,Female,0,No,No,-1.2435482263612667,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,-0.13341119685275277,-0.9631500907387578,No
